시/군/구,연도,월,노선,시종점,일시,이용객수,시간범위
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1285,13~14
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1167,14~15
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1137,15~16
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1546,16~17
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1442,17~18
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1238,18~19
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1167,19~20
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1015,20~21
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1071,21~22
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1057,22~23
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,864,23~24
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,212,00~01
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,15,01~02
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,6,04~05
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,213,05~06
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,861,06~07
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1725,07~08
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2334,08~09
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1693,09~10
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1223,10~11
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1384,11~12
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1371,12~13
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1532,13~14
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1488,14~15
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1555,15~16
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1888,16~17
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1977,17~18
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2686,18~19
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2034,19~20
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1749,20~21
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1538,21~22
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1749,22~23
수원시,2024,1,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,709,23~24
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,200,00~01
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,15,01~02
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,2,04~05
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,81,05~06
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,240,06~07
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,597,07~08
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,855,08~09
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1153,09~10
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1116,10~11
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1145,11~12
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1370,12~13
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1428,13~14
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1403,14~15
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1449,15~16
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1580,16~17
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1273,17~18
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1409,18~19
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1275,19~20
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1033,20~21
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,923,21~22
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1100,22~23
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,521,23~24
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,205,00~01
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,4,01~02
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1,04~05
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,159,05~06
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,551,06~07
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1201,07~08
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1955,08~09
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1489,09~10
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1071,10~11
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1164,11~12
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1139,12~13
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1217,13~14
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1176,14~15
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1312,15~16
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1437,16~17
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1641,17~18
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1994,18~19
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1564,19~20
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1286,20~21
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1127,21~22
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1147,22~23
수원시,2024,2,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,534,23~24
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,67,00~01
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,67,00~01
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,4,05~06
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,45,05~06
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,4,05~06
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,45,05~06
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,139,06~07
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,113,06~07
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,139,06~07
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,113,06~07
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,194,07~08
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,178,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,178,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,194,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,312,08~09
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,261,08~09
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,312,08~09
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,261,08~09
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,332,09~10
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,451,09~10
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,451,09~10
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,332,09~10
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,262,10~11
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,349,10~11
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,262,10~11
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,349,10~11
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,255,11~12
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,255,11~12
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,660,11~12
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,660,11~12
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,274,12~13
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,504,12~13
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,504,12~13
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,274,12~13
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,564,13~14
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,299,13~14
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,299,13~14
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,564,13~14
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,351,14~15
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,626,14~15
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,626,14~15
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,351,14~15
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,280,15~16
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,280,15~16
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,630,15~16
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,630,15~16
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,319,16~17
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,319,16~17
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,789,16~17
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,789,16~17
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,546,17~18
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,259,17~18
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,546,17~18
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,259,17~18
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,342,18~19
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,748,18~19
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,748,18~19
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,342,18~19
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,240,19~20
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,542,19~20
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,542,19~20
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,240,19~20
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,197,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,437,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,197,20~21
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,437,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,164,21~22
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,449,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,449,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,164,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,149,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,445,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,149,22~23
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,445,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,256,23~24
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,주말,94,23~24
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,256,23~24
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,94,23~24
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,24,00~01
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,24,00~01
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,67,05~06
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,67,05~06
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,17,05~06
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,17,05~06
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,237,06~07
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,237,06~07
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,388,06~07
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,388,06~07
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,857,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,542,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,857,07~08
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,542,07~08
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,944,08~09
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,944,08~09
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,777,08~09
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,777,08~09
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,575,09~10
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,465,09~10
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,575,09~10
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,465,09~10
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,319,10~11
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,479,10~11
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,319,10~11
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,479,10~11
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,233,11~12
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,360,11~12
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,233,11~12
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,360,11~12
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,250,12~13
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,658,12~13
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,658,12~13
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,250,12~13
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,254,13~14
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,544,13~14
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,544,13~14
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,254,13~14
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,484,14~15
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,275,14~15
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,275,14~15
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,484,14~15
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,304,15~16
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,602,15~16
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,304,15~16
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,602,15~16
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,727,16~17
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,381,16~17
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,727,16~17
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,381,16~17
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,887,17~18
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,511,17~18
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,511,17~18
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,887,17~18
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,935,18~19
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,697,18~19
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,935,18~19
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,697,18~19
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,716,19~20
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,629,19~20
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,629,19~20
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,716,19~20
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,275,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,542,20~21
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,542,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,275,20~21
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,498,21~22
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,224,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,224,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,498,21~22
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,371,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,169,22~23
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,169,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,371,22~23
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,183,23~24
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,73,23~24
수원시,2024,2,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,183,23~24
수원시,2024,2,2-1,동원고(마을)-조원주공아파트,평일,73,23~24
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,13,00~01
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,13,00~01
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,111,05~06
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,3,05~06
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,111,05~06
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,3,05~06
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,64,06~07
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,60,06~07
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,64,06~07
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,60,06~07
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,41,07~08
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,41,07~08
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,79,07~08
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,79,07~08
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,91,08~09
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,97,08~09
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,91,08~09
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,97,08~09
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,159,09~10
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,159,09~10
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,226,09~10
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,226,09~10
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,144,10~11
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,144,10~11
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,241,10~11
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,241,10~11
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,336,11~12
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,150,11~12
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,150,11~12
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,336,11~12
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,415,12~13
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,415,12~13
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,140,12~13
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,140,12~13
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,190,13~14
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,190,13~14
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,437,13~14
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,437,13~14
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,133,14~15
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,133,14~15
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,378,14~15
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,378,14~15
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,203,15~16
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,302,15~16
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,302,15~16
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,203,15~16
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,181,16~17
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,377,16~17
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,181,16~17
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,377,16~17
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,417,17~18
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,417,17~18
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,199,17~18
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,199,17~18
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,309,18~19
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,158,18~19
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,158,18~19
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,309,18~19
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,231,19~20
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,231,19~20
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,165,19~20
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,165,19~20
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,153,20~21
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,223,20~21
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,153,20~21
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,223,20~21
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,192,21~22
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,103,21~22
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,192,21~22
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,103,21~22
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,116,22~23
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,141,22~23
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,116,22~23
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,141,22~23
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,44,23~24
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,44,23~24
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,주말,97,23~24
수원시,2024,2,25,쌍용아파트-성균관대역(마을),주말,97,23~24
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,23,00~01
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,23,00~01
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,158,05~06
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,22,05~06
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,22,05~06
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,158,05~06
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,243,06~07
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,243,06~07
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,178,06~07
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,178,06~07
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,426,07~08
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,426,07~08
수원시,2024,2,25,쌍용아파트-성균관대역(마을),평일,187,07~08
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,187,07~08
수원시,2024,2,25,이목동차고지.이목동입구-덕신상가,평일,282,08~09
